ID,question,facts,results,precision,recall,F-score,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
11609,['Who is the founder of Pittsburgh ?'],"['http://dbpedia.org/ontology/founder,']",[' [        "http://dbpedia.org/ontology/founder"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
11614,['Who wrote the US steel hour?'],"['http://dbpedia.org/ontology/writer,']",[' [        "http://dbpedia.org/property/producer"    ]'],['0.5'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
11617,['Count the total number of cast member of the television shows whose actress is Joey McIntyre?'],"['http://dbpedia.org/property/starring,http://dbpedia.org/property/starring,']",[],,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
11622,['What is the route end of Birmingham and Oxford Junction Railway ?'],"['http://dbpedia.org/ontology/routeEnd,']",[' [        "http://dbpedia.org/ontology/routeEnd"    ]'],['1.0'],['1.0'],,,,
11623,['What is the municipality of Homestead Grays Bridge ?'],"['http://dbpedia.org/ontology/municipality,']",[' [        "http://dbpedia.org/ontology/municipality"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
11626,['Which region of Bannock is the origin od Spaghetti squash ?'],"['http://dbpedia.org/ontology/origin,http://dbpedia.org/ontology/region,']","[' [        ""http://dbpedia.org/ontology/origin"",         ""http://dbpedia.org/ontology/region""    ]']",['1.0'],['1.0'],,,,
,,,,,,,,,
11628,['Count the number of  sport played by the school which also plays Association football ?'],"['http://dbpedia.org/ontology/sport,http://dbpedia.org/ontology/sport,']","[' [        ""http://dbpedia.org/ontology/sport"",         ""http://dbpedia.org/property/sport""    ]']",['1.0'],['1.0'],,,,
11629,['Give me the total number of Guests of the television episodes whose one of the  Guests is Michael Cristofer?'],"['http://dbpedia.org/property/guests,http://dbpedia.org/property/guests,']",[],,,,,,
11630,['Were the 1995 south pacific games hosted in tahiti?'],"['http://dbpedia.org/property/hostCity,']",[],,,,,,
11631,['Give me an estimate number of races where horses grandsired by the Wild Risk have raced in?'],"['http://dbpedia.org/ontology/grandsire,http://dbpedia.org/property/race,http://dbpedia.org/ontology/HorseRace,']",[' [        "http://dbpedia.org/property/mfmf"    ]'],['0.5'],['1.0'],,,,
11632,["Count the number of books whose author's were born in Alcal de Henares ?"],"['http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,']",[],,,,,,
11633,['What is the name of the person who has relations with Dionne Warwick and Gary Garland?'],"['http://dbpedia.org/ontology/relation,http://dbpedia.org/ontology/relation,http://dbpedia.org/ontology/Person,']","[' [        ""http://dbpedia.org/ontology/relation"",         ""http://dbpedia.org/ontology/president""    ]']",['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
11636,['Who are the architect of the stadium whose one of the architect is louis D. Astorino ?'],"['http://dbpedia.org/property/architect,http://dbpedia.org/property/architect,']","[' [        ""http://dbpedia.org/ontology/architect"",         ""http://dbpedia.org/property/architect""    ]']",['1.0'],['1.0'],,,,
,,,,,,,,,
11638,['Which notable series of Russell T Davies is also the series of Short Trips: A day in the life ?'],"['http://dbpedia.org/ontology/series,http://dbpedia.org/ontology/notableWork,']","[' [        ""http://dbpedia.org/ontology/series"",         ""http://purl.org/dc/elements/1.1/publisher""    ]']",['0.5'],['0.5'],,,,
11639,"['Mazhar Ul Haq High School, Beerwah is affiliated to Islamic Religion']","['http://dbpedia.org/property/religiousAffiliation,']",[' [        "http://dbpedia.org/ontology/religion"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
,,,,,,,,,
11642,['what are some players of England national football team?'],"['http://dbpedia.org/property/nationalteam,']",[' [        "http://dbpedia.org/ontology/team"    ]'],['0.0'],['0.0'],,,,
11643,['What water bodies are nearest to Helsinki city?'],"['http://dbpedia.org/ontology/nearestCity,http://dbpedia.org/ontology/BodyOfWater,']",[' [        "http://dbpedia.org/property/city"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
11645,"['What is the official language of Ladonia, which is the target area of Probus Journal?']","['http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/academicDiscipline,']","[' [        ""http://dbpedia.org/ontology/officialLanguage"",         ""http://dbpedia.org/property/language""    ]']",['0.5'],['0.5'],,,,
,,,,,,,,,
,,,,,,,,,
11648,['Is facebook a public company?'],"['http://dbpedia.org/property/companyType,']",[' [        "http://dbpedia.org/ontology/parentCompany"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
,,,,,,,,,
11651,['Was Gerald Gibbs the cinematographer of X the unknown?'],"['http://dbpedia.org/ontology/cinematography,']",[' [        "http://dbpedia.org/ontology/makeupArtist"    ]'],['0.0'],['0.0'],,,,
11652,['List the trainers of Shinya Aoki ?'],"['http://dbpedia.org/ontology/trainer,']",[' [        "http://dbpedia.org/ontology/trainer"    ]'],['1.0'],['1.0'],,,,
11653,['How many software run on operating system is Microsoft Windows?'],"['http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/ontology/Software,']",[' [        "http://dbpedia.org/property/operatingSystem"    ]'],['0.5'],['1.0'],,,,
,,,,,,,,,
11655,['How many games have a composer who worked for the Creatures?'],"['http://dbpedia.org/ontology/occupation,http://dbpedia.org/property/composer,http://dbpedia.org/ontology/VideoGame,']",[],,,,,,
,,,,,,,,,
11657,['Total number of places where people drafted in the detroit pistons have died?'],"['http://dbpedia.org/ontology/draftTeam,http://dbpedia.org/property/placeOfDeath,http://dbpedia.org/ontology/Location,']",[' [        "http://dbpedia.org/ontology/draftTeam"    ]'],['1.0'],['1.0'],,,,
11658,['Where did Paul Jones do his highschool?'],"['http://dbpedia.org/property/highschool,']",[' [        "http://dbpedia.org/ontology/school"    ]'],['0.0'],['0.0'],,,,
11659,['Bud Adams owns which american football team?'],"['http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/AmericanFootballTeam,']",[' [        "http://dbpedia.org/ontology/owns"    ]'],['0.0'],['0.0'],,,,
11660,['Give me all martial artists trained by Joe Schilling.'],"['http://dbpedia.org/ontology/trainer,http://dbpedia.org/ontology/MartialArtist,']",[' [        "http://dbpedia.org/ontology/artist"    ]'],['0.5'],['1.0'],,,,
11661,['Name the common institution of the Erica Frank and Douglass North?'],"['http://dbpedia.org/ontology/institution,http://dbpedia.org/ontology/institution,']",[' [        "http://dbpedia.org/ontology/institution"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
11664,['What is the county seat of Moscow Governorate ?'],"['http://dbpedia.org/ontology/capital,']",[' [        "http://dbpedia.org/ontology/region"    ]'],['0.5'],['1.0'],,,,
11665,['ARM Architecture acts as a game platform for how many things?'],"['http://dbpedia.org/ontology/computingPlatform,']",[' [        "http://dbpedia.org/property/platform"    ]'],['0.0'],['0.0'],,,,
11666,['What all has been created by Jerry Siegel?'],"['http://dbpedia.org/property/creators,']",[' [        "http://dbpedia.org/ontology/creator"    ]'],['0.0'],['0.0'],,,,
11667,['Is David Cameron the prime minister of Nick Clegg?'],"['http://dbpedia.org/ontology/primeMinister,']",[' [        "http://dbpedia.org/ontology/primeMinister"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
11669,["Does Saneh Lungkeaw play for the Thailand's national team?"],"['http://dbpedia.org/property/nationalteam,']",[],,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
11674,['What are the central characters in spy kids series?'],"['http://dbpedia.org/ontology/series,']",[' [        "http://dbpedia.org/ontology/series"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
11679,['How many other important work has been done by the writers of Sarah Jane Adventures?'],"['http://dbpedia.org/property/notableworks,http://dbpedia.org/ontology/notableWork,']",[' [        "http://dbpedia.org/ontology/previousWork"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
11681,['Whose families are Buccinoidea and Buccinidae?'],"['http://dbpedia.org/ontology/family,http://dbpedia.org/ontology/family,']",[' [        "http://dbpedia.org/ontology/family"    ]'],['1.0'],['1.0'],,,,
11682,['In how many places are the tombs of people who died in Connecticut Colony?'],"['http://dbpedia.org/property/placeOfDeath,http://dbpedia.org/ontology/restingPlace,http://dbpedia.org/ontology/Place,']",[' [        "http://dbpedia.org/ontology/birthPlace"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
,,,,,,,,,
11685,['What is the colour of Xocolatlite ?'],"['http://dbpedia.org/ontology/colour,']",[' [        "http://dbpedia.org/ontology/colour"    ]'],['1.0'],['1.0'],,,,
11686,['How many movies are directed by the spouse of Dolores del Ro?'],"['http://dbpedia.org/property/partner,http://dbpedia.org/property/director,http://dbpedia.org/ontology/Film,']",[],,,,,,
,,,,,,,,,
11688,['what mountains are in sierra nevada?'],"['http://dbpedia.org/ontology/mountainRange,']",[' [        "http://dbpedia.org/ontology/sourceMountain"    ]'],['0.0'],['0.0'],,,,
11689,['Was True Grit a novel of the western genre?'],"['http://dbpedia.org/ontology/literaryGenre,']",[' [        "http://dbpedia.org/ontology/genre"    ]'],['0.0'],['0.0'],,,,
11690,['Name the wine regions of Baco noir?'],"['http://dbpedia.org/ontology/wineRegion,']",[' [        "http://dbpedia.org/ontology/wineRegion"    ]'],['1.0'],['1.0'],,,,
11691,['Name the president of Wyche Fowler ?'],"['http://dbpedia.org/ontology/president,']",[' [        "http://dbpedia.org/ontology/president"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
11693,['How many party are there of the office holders whose one of the party is Janata Dal ?'],"['http://dbpedia.org/ontology/otherParty,http://dbpedia.org/ontology/otherParty,']","[' [        ""http://dbpedia.org/ontology/party"",         ""http://dbpedia.org/ontology/politicalPartyInLegislature""    ]']",['0.0'],['0.0'],,,,
,,,,,,,,,
11695,['How many causes of death have been associated with American citizens?'],"['http://dbpedia.org/property/citizenship,http://dbpedia.org/ontology/deathCause,']",[' [        "http://dbpedia.org/ontology/spouse"    ]'],['0.0'],['0.0'],,,,
11696,['Is Bluebird the grandsire of Miss Potential?'],"['http://dbpedia.org/ontology/grandsire,']",[' [        "http://dbpedia.org/ontology/grandsire"    ]'],['1.0'],['1.0'],,,,
11697,['Is semnani one of the languages spoken in Iran?'],"['http://dbpedia.org/property/languages,']",[],,,,,,
,,,,,,,,,
11699,['Who is the associate of Thomas Bryan Martin ?'],"['http://dbpedia.org/ontology/associate,']",[' [        "http://dbpedia.org/ontology/associate"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
11701,['List the academic discipline of the journals whose one of the discipline is neuro imaging ?'],"['http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/ontology/academicDiscipline,http://dbpedia.org/ontology/AcademicJournal,']",[' [        "http://dbpedia.org/ontology/academicDiscipline"    ]'],['1.0'],['1.0'],,,,
11702,['Which countries were led by Pietro Parolin?'],"['http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/Country,']",[' [        "http://dbpedia.org/property/successor"    ]'],['0.0'],['0.0'],,,,
11703,['was the first national bank and trust building architectured by Chicago?'],"['http://dbpedia.org/ontology/architecturalStyle,']",[' [        "http://purl.org/dc/terms/subject"    ]'],['0.0'],['0.0'],,,,
11704,"['Where does the road starting from Madison, Wisconsin end?']","['http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Road,']","[' [        ""http://dbpedia.org/ontology/routeStart"",         ""http://dbpedia.org/ontology/routeEnd""    ]']",['1.0'],['1.0'],,,,
11705,['What are the movies written by Nick Castle?'],"['http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Film,']",[' [        "http://dbpedia.org/ontology/writer"    ]'],['1.0'],['1.0'],,,,
11706,['How many bands began in Birmingham?'],"['http://dbpedia.org/property/origin,http://dbpedia.org/ontology/Band,']",[' [        "http://dbpedia.org/ontology/birthPlace"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
11708,["Name the Chris Marve's school ?"],"['http://dbpedia.org/ontology/school,']",[' [        "http://dbpedia.org/property/school"    ]'],['0.5'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
11713,['Give me a count of movies distributed by Warner Bros?'],"['http://dbpedia.org/property/distributor,']",[' [        "http://dbpedia.org/ontology/producer"    ]'],['0.5'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
11716,['Sampson Cudjoe plays for the Ghana national team?'],"['http://dbpedia.org/property/nationalteam,']",[],,,,,,
,,,,,,,,,
,,,,,,,,,
11719,"['How many licensee are there, of the radio stations whose area is Nashville, Tennessee ?']","['http://dbpedia.org/property/area,http://dbpedia.org/property/licensee,']",[],,,,,,
,,,,,,,,,
11721,['In which country is the Duong river?'],"['http://dbpedia.org/ontology/sourceCountry,']",[],,,,,,
,,,,,,,,,
11723,['List the common official language of the ladonia and Empire of Atlantium ?'],"['http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/officialLanguage,']","[' [        ""http://dbpedia.org/ontology/officialLanguage"",         ""http://dbpedia.org/ontology/language""    ]']",['1.0'],['1.0'],,,,
11724,['Does the stylistic origins of Plena lie in the Caribbean?'],"['http://dbpedia.org/property/stylisticOrigins,']",[],,,,,,
11725,"['Whose album is Haiti, I am sorry?']","['http://dbpedia.org/ontology/album,']",[' [        "http://dbpedia.org/ontology/album"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
11728,['Who directed The Haunted House ?'],"['http://dbpedia.org/ontology/director,']",[' [        "http://dbpedia.org/ontology/director"    ]'],['1.0'],['1.0'],,,,
11729,['For how many movies are there whose musicians home town is in Volos ?'],"['http://dbpedia.org/ontology/hometown,http://dbpedia.org/property/music,http://dbpedia.org/ontology/Film,']",[' [        "http://dbpedia.org/ontology/hometown"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
11732,['From how many different places did the weapons used in the American Indian wars originate?'],"['http://dbpedia.org/ontology/usedInWar,http://dbpedia.org/property/origin,http://dbpedia.org/ontology/Place,']",[' [        "http://dbpedia.org/ontology/place"    ]'],['0.5'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
11735,['Count all the shows whose music composers are in Oysterhead.'],"['http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/property/themeMusicComposer,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/artist"    ]'],['0.0'],['0.0'],,,,
11736,['In which timezone does Khok Kwang lie?'],"['http://dbpedia.org/ontology/timeZone,']",[' [        "http://dbpedia.org/ontology/timeZone"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
11738,['Which country has leaders  Karu Jayasuriya and Ranil Wickremesinghe?'],"['http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/Country,']","[' [        ""http://dbpedia.org/ontology/leader"",         ""http://dbpedia.org/property/leader""    ]']",['1.0'],['1.0'],,,,
11739,['List the software which uses Microsoft Windows as their operating system ?'],"['http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/ontology/Software,']",[' [        "http://dbpedia.org/property/operatingSystem"    ]'],['0.5'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
11744,['List all the bands which have members of the band Guy in them?'],"['http://dbpedia.org/ontology/bandMember,http://dbpedia.org/ontology/associatedBand,']","[' [        ""http://dbpedia.org/ontology/bandMember"",         ""http://dbpedia.org/ontology/musicalArtist""    ]']",['0.5'],['0.5'],,,,
11745,['Name a fictional character whose relative is Uncle Henry and species is Human?'],"['http://dbpedia.org/ontology/relative,http://dbpedia.org/ontology/species,http://dbpedia.org/ontology/FictionalCharacter,']","[' [        ""http://dbpedia.org/property/species"",         ""http://dbpedia.org/ontology/species""    ]']",['0.666666666667'],['1.0'],,,,
11746,['What is the draft team of Dale Mitchell (ice hockey) ?'],"['http://dbpedia.org/ontology/draftTeam,']",[' [        "http://dbpedia.org/ontology/draftTeam"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
11748,['To which educational institutions did Lesli Sanchez go for her studies?'],"['http://dbpedia.org/ontology/education,']",[' [        "http://dbpedia.org/ontology/education"    ]'],['1.0'],['1.0'],,,,
11749,['Who was the coach of 1972 Oakland Raiders season ?'],"['http://dbpedia.org/ontology/coach,']",[' [        "http://dbpedia.org/property/team"    ]'],['0.5'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
11752,"['List the employments of people who died in Tampa, Florida.']","['http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/occupation,']",[' [        "http://dbpedia.org/property/deathPlace"    ]'],['0.5'],['1.0'],,,,
11753,['List the destination of Novair International Airways ?'],"['http://dbpedia.org/ontology/destination,']",[' [        "http://dbpedia.org/ontology/destination"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
11755,['Name the television show whose subsequent work is Frasier and opening theme is Where Everybody Knows Your Name?'],"['http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/openingTheme,http://dbpedia.org/ontology/TelevisionShow,']","[' [        ""http://dbpedia.org/ontology/openingTheme"",         ""http://dbpedia.org/ontology/subsequentWork""    ]']",['1.0'],['1.0'],,,,
,,,,,,,,,
11757,['Who was engaged in wars of Fort Gadsden and Fort Barrancas?'],"['http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/battle,']",[' [        "http://dbpedia.org/ontology/battle"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
11759,['Is Hard Candy Fitness one of the divisions of Moscow?'],"['http://dbpedia.org/property/divisions,']",[],,,,,,
,,,,,,,,,
,,,,,,,,,
11762,['Is Trevor Peacock the narrator of Fred Claus?'],"['http://dbpedia.org/property/narrator,']",[],,,,,,
11763,['What all are written in the C programming language?'],"['http://dbpedia.org/property/programmingLanguage,']",[' [        "http://dbpedia.org/property/language"    ]'],['0.0'],['0.0'],,,,
11764,['List the producer of the TV shows whose company is HBO.'],"['http://dbpedia.org/ontology/company,http://dbpedia.org/ontology/producer,http://dbpedia.org/ontology/TelevisionShow,']","[' [        ""http://dbpedia.org/ontology/producer"",         ""http://dbpedia.org/ontology/parentCompany""    ]']",['0.666666666667'],['1.0'],,,,
11765,['Is Andrew Lincoln the narrator of Million Dollar Traders?'],"['http://dbpedia.org/ontology/narrator,']",[' [        "http://dbpedia.org/ontology/narrator"    ]'],['1.0'],['1.0'],,,,
11766,['List all the operators of the train who operates in Budapest ?'],"['http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Train,']","[' [        ""http://dbpedia.org/ontology/operator"",         ""http://dbpedia.org/ontology/beatifiedPlace""    ]']",['1.0'],['1.0'],,,,
11767,['Is Eddie Bravo the trainer of Alan Jouban'],"['http://dbpedia.org/ontology/trainer,']",[' [        "http://dbpedia.org/ontology/trainer"    ]'],['1.0'],['1.0'],,,,
11768,['What are some common ingredients used in Swedish dishes?'],"['http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/ingredient,']",[' [        "http://dbpedia.org/ontology/birthPlace"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
11770,['Whose former teams are Indianapolis Colts and Carolina Panthers?'],"['http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/formerTeam,']","[' [        ""http://dbpedia.org/ontology/formerTeam"",         ""http://dbpedia.org/ontology/team""    ]']",['1.0'],['1.0'],,,,
11771,['Name the river with mouth palce Essex and source place as Gloucestershire ?'],"['http://dbpedia.org/ontology/mouthPlace,http://dbpedia.org/ontology/sourcePlace,http://dbpedia.org/ontology/River,']","[' [        ""http://dbpedia.org/property/place"",         ""http://dbpedia.org/ontology/place""    ]']",['0.0'],['0.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
11775,['Who are the trainersof Candice Michelle?'],"['http://dbpedia.org/ontology/trainer,']",[' [        "http://dbpedia.org/ontology/trainer"    ]'],['1.0'],['1.0'],,,,
11776,['Does StandBy records distribute via Sony?'],"['http://dbpedia.org/ontology/distributingLabel,']",[' [        "http://dbpedia.org/ontology/distributingLabel"    ]'],['1.0'],['1.0'],,,,
11777,['Name the music artist which collaborated with the spouse of Jessi Colter?'],"['http://dbpedia.org/ontology/spouse,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/MusicalArtist,']","[' [        ""http://dbpedia.org/ontology/artist"",         ""http://dbpedia.org/ontology/spouse""    ]']",['0.5'],['0.5'],,,,
11778,['Who is the prime minister of the successor of Kingsley Wood?'],"['http://dbpedia.org/ontology/successor,http://dbpedia.org/property/primeminister,']",[' [        "http://dbpedia.org/ontology/successor"    ]'],['1.0'],['1.0'],,,,
11779,['which band was Roger waters in?'],"['http://dbpedia.org/ontology/formerBandMember,']",[' [        "http://dbpedia.org/ontology/associatedBand"    ]'],['0.0'],['0.0'],,,,
11780,['Is Seattle the Ship builder of USS Marmora (IX-189)?'],"['http://dbpedia.org/property/shipBuilder,']",[],,,,,,
11781,['Was Beth Tweddle primarily coached by Amanda Reddin?'],"['http://dbpedia.org/property/headcoach,']",[],,,,,,
11782,['What is the Band whose band member is Mark Middleton?'],"['http://dbpedia.org/ontology/bandMember,']",[' [        "http://dbpedia.org/ontology/bandMember"    ]'],['1.0'],['1.0'],,,,
11783,['Was the cover of The adventures of Tom Sawyer designed by Mark Twain?'],"['http://dbpedia.org/ontology/coverArtist,']",[' [        "http://dbpedia.org/ontology/coverArtist"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
11785,['Is Charles Drummond Ellis a doctoral student of James Chadwick?'],"['http://dbpedia.org/ontology/doctoralStudent,']",[' [        "http://dbpedia.org/ontology/doctoralStudent"    ]'],['1.0'],['1.0'],,,,
11786,['How many kings and queens have died in the Arabian Peninsula?'],"['http://dbpedia.org/ontology/deathPlace,']",[' [        "http://dbpedia.org/ontology/deathPlace"    ]'],['1.0'],['1.0'],,,,
11787,['What team did Joe Porter and Eddie Anderson play for?'],"['http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/formerTeam,']","[' [        ""http://dbpedia.org/ontology/team"",         ""http://dbpedia.org/ontology/formerTeam""    ]']",['1.0'],['1.0'],,,,
11788,['Producers of what have died in Mississippi?'],"['http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/producer,']",[' [        "http://dbpedia.org/property/deathPlace"    ]'],['0.5'],['1.0'],,,,
11789,["How many universities are there whose country's capital is Oslo?"],"['http://dbpedia.org/property/capital,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/University,']","[' [        ""http://dbpedia.org/ontology/capital"",         ""http://dbpedia.org/property/capital""    ]']",['0.666666666667'],['1.0'],,,,
11790,['Current players of Colorado Avalanche have previously played for how many different teams?'],"['http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/SportsTeam,']","[' [        ""http://dbpedia.org/ontology/team"",         ""http://dbpedia.org/property/team""    ]']",['0.666666666667'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
11793,['Is Philosophy the academic discipline of Think (journal)?'],"['http://dbpedia.org/ontology/academicDiscipline,']",[' [        "http://dbpedia.org/ontology/academicDiscipline"    ]'],['1.0'],['1.0'],,,,
11794,['What is the highschool of the american football player who joined the Robert Morris Colonials program?'],"['http://dbpedia.org/ontology/school,http://dbpedia.org/property/highschool,http://dbpedia.org/ontology/AmericanFootballPlayer,']",[' [        "http://dbpedia.org/ontology/school"    ]'],['1.0'],['1.0'],,,,
11795,["Who is associated  with the musical artists from Africa '70 (band) and Tony Allen ?"],"['http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/MusicalArtist,']","[' [        ""http://dbpedia.org/ontology/artist"",         ""http://dbpedia.org/ontology/associatedMusicalArtist""    ]']",['1.0'],['1.0'],,,,
11796,['How many religions are followed by the group whose architectural style can be seen on Sanggar Agung?'],"['http://dbpedia.org/property/architecturalStyle,http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/EthnicGroup,']",[],,,,,,
11797,['Name the other wine region of the grapes whose one of the wine region is Michigan?'],"['http://dbpedia.org/ontology/wineRegion,http://dbpedia.org/ontology/wineRegion,http://dbpedia.org/ontology/Grape,']","[' [        ""http://dbpedia.org/property/region"",         ""http://dbpedia.org/ontology/region""    ]']",['0.0'],['0.0'],,,,
,,,,,,,,,
11799,['Does GeneWeb have the GPL license?'],"['http://dbpedia.org/property/license,']",[' [        "http://dbpedia.org/property/license"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
11801,['What are the beverages whose origin is England?'],"['http://dbpedia.org/ontology/origin,']",[],,,,,,
11802,['List down the opponents of Frank Stilwell?'],"['http://dbpedia.org/ontology/opponent,']",[' [        "http://dbpedia.org/ontology/opponent"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
11804,['Is Olyokma River the right tributary of Lena River?'],"['http://dbpedia.org/ontology/rightTributary,']",[' [        "http://dbpedia.org/ontology/rightTributary"    ]'],['1.0'],['1.0'],,,,
11805,['What is the debut team of the football player whose college is UCLA Bruins football?'],"['http://dbpedia.org/ontology/college,http://dbpedia.org/ontology/debutTeam,http://dbpedia.org/ontology/GridironFootballPlayer,']",[' [        "http://dbpedia.org/ontology/college"    ]'],['1.0'],['1.0'],,,,
11806,['What is the capital of the region which maintains the South Park Bridge ?'],"['http://dbpedia.org/ontology/maintainedBy,http://dbpedia.org/ontology/countySeat,http://dbpedia.org/ontology/Region,']",[' [        "http://dbpedia.org/ontology/region"    ]'],['0.0'],['0.0'],,,,
11807,['Who has military branches are Colonial troops and Continental Army?'],"['http://dbpedia.org/ontology/militaryBranch,http://dbpedia.org/ontology/militaryBranch,']","[' [        ""http://dbpedia.org/ontology/militaryBranch"",         ""http://dbpedia.org/ontology/thumbnail""    ]']",['1.0'],['1.0'],,,,
11808,['In how many places has Don R. Berlin worked?'],"['http://dbpedia.org/ontology/employer,']",[' [        "http://dbpedia.org/ontology/birthPlace"    ]'],['0.0'],['0.0'],,,,
11809,['Was Heinrich Himmler ever a commanders of Army Group Oberrhein?'],"['http://dbpedia.org/property/notableCommanders,']",[],,,,,,
,,,,,,,,,
11811,['What is the total number of fictional characters whose created by  Greg Daniels and series is The Office (U.S. TV series)?'],"['http://dbpedia.org/ontology/creator,http://dbpedia.org/ontology/series,']","[' [        ""http://dbpedia.org/ontology/series"",         ""http://dbpedia.org/ontology/creator""    ]']",['1.0'],['1.0'],,,,
11812,"['Fairfield, Connecticut is hometown to which persons?']","['http://dbpedia.org/ontology/hometown,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/hometown"    ]'],['1.0'],['1.0'],,,,
11813,['Which administrative region leader is Sukhumbhand Paribatra and was founded by  Rama I?'],"['http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/founder,http://dbpedia.org/ontology/AdministrativeRegion,']","[' [        ""http://dbpedia.org/ontology/leader"",         ""http://dbpedia.org/ontology/successor""    ]']",['0.0'],['0.0'],,,,
11814,['Is Luigi Brugnaro the mayor of Venice?'],"['http://dbpedia.org/property/mayor,']",[],,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
11818,['Is joel quenneville the main coach of Chicago Blackhawks?'],"['http://dbpedia.org/property/headCoach,']",[],,,,,,
,,,,,,,,,
,,,,,,,,,
11821,['Who developed the software for the operating system of Macintosh Quadra 660AV ?'],"['http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/Software,']",[' [        "http://dbpedia.org/ontology/operatingSystem"    ]'],['1.0'],['1.0'],,,,
